id,opening_hours
node/8427001121,
node/540414280,
node/6572865790,
node/8714409426,
node/249786782,
node/249793689,
node/411901766,
node/3226659717,
way/524800980,Mo 11:00-22:00; Tu-Sa 11:00-24:00; Su 11:00-22:30
node/7179078030,
node/7179078032,
node/8707334318,Mo-Sa 16:00-22:00; Su 13:00-17:00
way/159731315,Mo-Su 12:00-00:00
way/151542785,
way/151524248,Mo-Th 12:00-23:00; Fr 12:00-25:00; Sa 11:00-25:00; Su 11:00-23:00
node/9205363977,
way/151490690,
way/147314581,
node/312668636,
way/148723643,
way/147338881,
way/115595349,
way/987866346,
way/225552211,
way/147338883,
node/266819667,
way/144667841,
bf418214-00fc-4336-a96d-dd03d17fe0d0,
way/582746347,
way/273610363,
way/272198116,
way/107803104,
node/452215462,
way/582498694,Mo-Sa 12:00-23:00; Su 12:30-22:30
node/5513818707,Mo-We 12:00-00:00; Th-Sa 12:00-01:00; Su 12:00-19:00
node/503562786,
node/452240939,
way/157779526,
node/1937328128,
61371506-6876-4f10-83e9-00a780028d2c,
8e4e58c7-07e1-4707-af1f-aee7853fb23f,
node/12988179262,
way/157779556,Mo-Sa 12:00-24:00; Su 12:00-23:30
way/280985110,"Mo-Sa 11:30-23:00, Su 12:00-22:30"
way/559103590,
way/993781439,
node/565470149,
node/348874860,"Mo-Th 12:00-23:00; Fr,Sa 12:00-23:45; Su 12:00-22:30"
way/572503114,
way/157771389,
way/279533213,Mo-Su 12:00-22:00
way/280980550,
way/279570944,Mo-We 12:00-23:00; Th 12:00-23:30; Fr 12:00-24:00; Sa 11:30-24:00; Su 12:00-22:30
node/26699558,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/249343304,
way/279322556,Mo-Th 08:00-23:00; Fr-Sa 08:00-23:30; Su 10:00-22:30
way/288392846,
way/572506209,
way/157767122,
node/4467119633,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-22:30
way/288392857,Mo-Tu 16:00-23:00; We-Sa 13:00-23:00; Su off
node/11926973569,
node/348867089,
node/348911273,
way/475957291,
node/12988179261,
node/383980821,Mo-We 11:00-23:30; Th-Sa 10:00-01:00; Su 10:00-22:30
way/475721718,
way/477968049,Mo-Tu 12:01-23:01; We-Sa 12:01-00:01; Su 12:01-22:31
way/54666911,
way/273720735,
way/153698493,
node/499350848,
way/156620042,Mo-Sa 11:30-23:00; Su 11:30-22:30
node/466926232,
node/12183990594,"Mo-We,Su 11:30-23:00; Th-Sa 11:30-24:00"
way/275127241,"Mo-Th 12:00-23:00, Fr,Sa 12:00-24:00, Su 12:00-21:00"
way/273697641,
way/273631904,
way/272198115,
way/272084523,
way/157779664,"Mo-Fr 12:00-23:00, Sa 13:00-23:00"
way/272299419,
way/671497302,
d41c94e3-765a-4f0b-82d8-cd771149d5ec,
way/147997976,
way/149052141,
way/244772128,
way/244772129,
node/298220963,
node/298220599,Mo-Sa 10:00-23:30; Su 10:00-23:00
way/678633914,Mo-Sa 11:00-23:00; Su 11:00-22:30
node/10582361575,
node/6351723681,
way/680918475,
way/678633921,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/202339356,
way/208892606,
way/202339357,
4c3dbf2a-3d87-461b-8e47-b1f507cced94,
way/299039548,
way/338696812,
way/629793088,
59661873-fc5b-4244-b7eb-22c1eee8a369,
way/605452758,
node/289996602,
way/299039550,
way/237795434,
way/629171088,
node/462025244,
way/631474504,
node/259774303,
way/342206350,
way/608184600,
way/249211261,
way/249211263,
way/592220489,
way/166891510,
way/290081133,
way/289953461,
way/589641506,
node/259774404,
way/244772119,Mo-Th 12:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-22:00
node/385564475,Mo-Sa 12:00-22:00; Su 12:00-18:00
node/12045676386,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/40917016,Mo-We 12:00-23:00; Th 12:00-23:30; Fr 12:00-24:00; Sa 12:00-23:00; Su 12:00-22:00
way/98535850,Mo-Fr 12:00-23:00; Sa 13:00-23:00; Su off
way/750447445,
way/138339524,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/745483505,Mo-Fr 11:00-23:00
way/226909129,Mo 12:00-23:00; Tu-Sa 11:00-23:00; Su 12:00-22:30
way/648689210,
way/427341994,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00"
way/420411288,
node/271949863,
way/97209483,
way/651644530,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/294886275,
way/188549801,
way/210891582,Mo-Th 12:00-23:30; Fr 12:00-00:00; Sa 12:00-23:00
node/257937397,
way/251068938,
way/294646443,Mo 09:00-23:00; Tu; We 08:00-23:00; Th-Sa 08:00-23:00; Su 09:00-22:30
way/294886276,Mo-Sa 11:00-01:00; Su 12:00-01:00
way/118806519,
way/98535852,Mo-Sa 12:00-23:00; Su off
way/422540681,"Mo 11:00-23:00; Tu,We 11:00-23:30; Th-Sa 11:00-00:00; Su 12:00-22:30"
9eeb2b4b-d67f-4976-b80f-0cfd197c9634,
way/148893860,
way/110479652,
way/134708045,
way/107039274,Mo-Sa 11:30-23:00; Su 11:30-22:30
way/148011247,
way/134708046,
way/134071472,
way/159039182,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:00
way/235396553,Mo-Sa 12:00-23:00; Su 11:00-22:30
way/235395299,
way/148878074,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/276146932,Mo-Sa 10:00-23:00; Su 12:00-22:30
way/345140316,
way/345696147,
node/6185626255,
node/312159181,
way/244772127,
way/148695430,
way/431545353,
way/659258969,
way/110753811,
way/659467810,
way/183024352,
5358fac6-0b9d-42f1-9a0d-c1834240f62e,
node/3813178074,Mo-Sa 11:00-22:00; Su 11:00-20:00
node/2492718707,
node/375792331,
way/155494899,
node/4810177421,Mo 12:00-22:00; Tu 12:00-23:00; We-Th 12:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-20:00
way/761312030,
way/107155373,
way/753467777,"Mo-Th 12:00-23:00, Fr,Sa 12:00-24:00, Su 12:00-22:30"
way/42030132,
way/733941338,
way/155488603,
way/517877764,
node/30585304,
node/2261572101,
way/149060320,
way/130524644,Mo-Sa 12:00-23:00; Su 12:00-22:00
way/121101761,
way/383103312,"Mo-Sa 11:00-23:00; Su 12:00-15:00,19:00-22:30"
way/226743215,
node/7099537759,Mo-Sa 10:00-23:00; Su 10:00-22:30
way/739710241,
way/95307390,
node/10895507318,
way/107063289,
node/15262028,Mo-Sa 12:00-23:30; Su 12:00-22:30
way/192794418,
way/739178496,
way/756311627,
way/756195971,
node/3895190286,
way/155488605,
way/749323368,
way/744634826,
way/121101785,Mo-Su 11:00-23:00
82059d1f-af40-4efd-a2ee-afd0835be1db,
node/302172067,Mo-Th 17:00-23:00; Fr 15:00-24:00; Sa 12:00-24:00; Su 12:00-22:00
node/288041082,
node/288044068,"Su-Th 07:30-23:30; Fr,Sa 07:30-24:00"
node/302166735,
node/288353870,
node/1941233361,
way/1044731268,
node/288044066,
node/249573138,
way/205562545,
way/1381522782,
f0859474-0517-49d0-b84f-d48174c99307,
dde5c4b7-0674-4104-8e63-19bd290436fa,
2fda8330-7a08-4540-b6a2-17f669e4dc58,
way/416458387,
node/266214958,
node/130577719,
node/255959341,
node/130577747,
way/909926391,
way/205143238,Mo-Sa 12:00-23:00; Su 12:00-22:00
way/948427610,
node/251811996,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
way/205902789,
way/175629795,
way/205143239,
way/175629798,"Mo-Th,Sa 12:00-24:00; Fr 12:00-26:00; Su 12:00-23:00"
way/209434696,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00"
node/251802173,
node/262702979,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00
node/288598379,
node/3507694575,
way/1136139752,
way/209445869,
node/12077358666,
fd851dff-1b64-4b3e-8ecf-bb1c6fbaa0e6,
node/265255748,
node/923084994,"Mo-Fr 12:00-15:00,17:00-22:00; Sa 11:00-22:00; Su 12:00-21:00"
node/1097959374,
node/293970330,
node/8737259738,
f2134054-ab09-458e-a4d4-0446d4978f77,
node/27476034,
node/27408323,
node/1765203848,
way/96929137,
node/76660110,
node/27475739,
node/27477159,
node/1117274863,
node/567052197,
node/27476990,
node/249257137,"Su-Th 11:00-24:00; Fr,Sa 11:00-00:30"
node/27475983,
node/27476983,
node/1117274890,
node/27477157,
way/863760449,
way/148755881,
way/965793174,
way/174088740,
way/971536330,Tu-Fr 12:00-23:00; Sa 16:00-23:00; Su 12:00-23:30; Mo 14:00-23:00
node/631298804,
node/631298788,
8c1a4d5d-853d-413f-aea9-1fd797f4c889,
way/1228717963,
way/117232134,
node/1532645515,
way/586427054,Mo-Su 12:00-23:00
way/966387179,
way/176710324,
way/503644476,
node/313617793,
way/97403235,
node/3793532459,
node/313617797,
way/174088755,
way/961791327,Mo-Su 11:00-22:00
way/970789393,
node/419139639,
node/1522909770,
node/419139634,
way/176677099,Mo-Th 11:00-23:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
way/922721396,
way/586427057,"Mo-Th, Su 09:00-23:00; Fr, Sa 09:00-00:00"
way/173773738,
node/400899977,
way/174088756,
way/332723845,
way/972149539,
way/1002485821,
way/1002485834,"Mo-Th 08:00-24:00; Fr 08:00-24:00; Sa 00:00-01:00,08:00-24:00; Su 00:00-01:00,08:00-24:00"
node/3261904462,"We,Th 17:00-22:00; Fr 16:00-22:30; Sa 15:00-22:30; Su 14:00-19:00"
fb1e8d73-8835-4d5a-af17-5b369f82bcd4,
21456e4e-30d0-4195-b427-c78e71313be4,
node/2928247913,
node/25592547,
node/242925119,
node/242938605,Su-We 09:00-23:00; Th-Sa 11:00-00:00
node/242925249,Mo-Sa 12:00-23:20; Su 12:00-22:50
node/7581534029,
way/315531458,
node/2928263022,
way/128419853,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/128292693,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00"
d8471bd3-5d86-408c-b0c7-925f30aba817,
way/807272441,
node/12437701305,"Mo-We 12:00-23:30, Th-Sa 12:00-24:00, Su 12:00-22:30"
way/824789669,
way/192794336,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/151789101,Mo-Sa 12:00-23:30; Su 12:00-22:30
way/803223234,
way/128292738,"Mo-We,Sa 12:00-23:00; Th,Fr 12:00-00:00; Su 12:00-22:30"
way/829086948,
way/367518277,
way/112673208,"Su-We 12:00-23:00, Th 12:00-24:00, Fr,Sa 12:00-01:00"
node/7532833476,Mo-Fr 11:00-23:00; Sa 11:00-23:30; Su 11:00-22:30
way/112678856,
way/364768722,
way/364339508,
way/361312259,
way/360905405,Mo-Th 09:00-23:30; Fr-Sa 09:00-24:00; Su 12:00-22:00
way/122260658,
e873d450-30fc-443f-8018-d7b087c14db3,
way/155265199,
way/361341226,
way/98535839,
way/361094607,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/3154333461,Mo-Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:30
way/154952350,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
way/155001536,
node/311481378,
way/157757561,
way/553157400,
068f5b5e-5e8d-46d0-942d-f1db4e586f4a,
node/311877348,
way/553157392,
way/422540678,
way/847530472,Mo-Th 12:00-23:00; Fr 12:00-01:30; Sa 19:00-01:30
way/79504992,Mo-We 12:00-23:00; Th-Fr 12:00-00:30; Sa 12:00-23:00; Su 12:00-10:30
node/49319602,
ff68e911-4971-4c71-8f52-ab989410f141,
node/2624195137,
way/800089338,
way/100267362,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/10937912505,Mo-Su 12:00-23:00
node/298347049,
node/298347050,Mo-Sa 12:00-23:00; Su 12:00-22:30
node/833772427,
way/275292695,Mo-Su 12:00-23:00
710fe506-5ce6-4e45-85e9-4c0f72a36871,
242139f8-1f21-4ba4-bbca-6747af66e948,
node/2316821043,Mo-Su 11:00-23:00
way/800089340,
way/290457617,Mo-Th 12:00-23:30; Fr 12:00-00:00; Sa 11:00-00:00; Su 12:00-22:30
node/383932467,
node/7590593053,
way/112564610,Mo-We 11:00-23:00; Th-Sa 11:00-24:00; Su 12:00-22:30
node/7549942987,
node/29039088,
node/7550117864,
node/25475914,
node/338504993,
way/421566584,Tu-Fr 11:00-23:00; Mo 11:00-22:00; Sa 12:00-21:00
way/421882353,Tu-Fr 12:00-23:00; Sa 17:00-23:00
node/647873586,
way/527245738,Mo-We 12:00-23:00; Th-Sa 12:00-24:00
way/421882356,
way/75422589,
d250c99d-3686-4ad1-a872-18debbadf20f,
way/1194233515,
way/97237916,
cc912fbd-2b8c-4e5b-a0e9-d14a961ab745,
way/191317959,
way/278118730,
node/383970848,
node/7929807779,Mo Off; Tu-Th 18:00-23:00; Fr Off; Sa Off; Su Off
way/85817497,
way/155731385,Mo-Fr 12:00-23:00; Sa Off; Su Off
node/281455014,
way/100264369,
node/1215861506,Tu-Sa 12:00-00:00; Su-Mo 12:00-23:00
node/7550093574,
way/161255236,
way/155724665,Mo-Sa 10:00-23:00; Su 10:00-22:30
node/430432974,"Su-Th 08:00-24:00, Fr-Sa 08:30-01:00"
node/380568360,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 12:00-18:00
way/277929219,Mo-Th 07:00-24:00; Fr 07:00-01:00; Sa 08:00-01:00; Su 08:00-24:00
node/21593236,
node/255747947,12:00-24:00
node/21593232,
node/6358222785,Mo-We 12:00-23:00; Th-Fr 12:00-00:00
way/185312889,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/1962911438,
way/309646651,
way/196657745,
way/277929202,
c6b9c4c8-b459-46d1-a4e5-314dae929731,
node/25471087,
way/986920651,
54e92513-f23f-4c5f-8dff-e7cc23a41e01,
way/277929211,
node/663260803,
way/277929217,
node/312156665,
way/986906891,
d3dd63ca-9b23-452f-a409-b67355089cfe,
fcbda728-fe90-45ba-9329-5f4095883dba,
node/566313869,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-22:30
way/565171598,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/100013433,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/123318572,
way/80208385,Mo-Th 11:00-23:30; Fr 11:00-00:00; Sa 12:00-22:30
way/173544268,
way/347393523,Mo-Sa 12:00-23:30; Su 12:00-22:30
node/691632516,
node/344084670,Su-We 12:00-00:00; Th-Sa 12:00-01:00
way/485638354,
node/691636621,
way/153690421,
way/249340692,
way/81459093,
way/157767121,
node/12920922066,
node/12920922056,
way/183366008,
node/266680230,
way/168980864,
node/13550924140,
way/175158234,
node/348817410,
way/175157358,
way/560417509,
way/993781413,
node/12920922063,
1065e055-8d96-49b7-8db1-8d563efbc97e,
node/246519847,"Mo-Th 12:00-23:00; Fr, Sa 12:00-01:00; Su 12:00-20:00"
3ead1dc0-34e4-470a-b481-fb80b7d56e0a,
way/160683906,
way/205407098,
way/71408542,
way/142300246,Mo-Th 11:00-23:00; Fr-Sa 10:00-23:00; Su 10:00-22:30
way/558503742,Mo-Sa 11:00-23:00; Su 12:00-20:00
way/107035580,
way/558503751,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-20:00
node/303585906,"Mo-Th 16:00-23:00; Fr,Sa 14:00-23:00; Su 14:00-22:30"
way/183362087,
way/151297126,Mo-We 11:00-23:00; Th 11:00-23:30; Fr 11:00-24:00; Sa 12:00-24:00; Su 12:00-22:30
way/140517896,
relation/7183889,
node/1163880380,Mo-We 15:00-22:00; Th-Sa 12:00-22:00
way/68807961,
node/305760823,
9611f63a-118e-4be7-907c-2c4fdbf250e1,
way/99952332,
way/487479499,
way/244895533,"Mo, Tu 12:00-22:00; We-Sa 12:00-23:00"
way/428744489,Mo-We 12:00-23:00; Th 12:00-23:30; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/25746185,
way/559282490,
way/244884784,
way/244884785,
way/161420189,
way/99952313,
way/244895534,Mo-We 10:00-23:00; Th 10:00-23:30; Fr-Sa 10:00-00:00; Su 10:00-22:30
